entityName,employeeCount,source.name,source.url,collectedAt
Datasaur,60,YC OSS Startup Directory,https://www.ycombinator.com/companies/datasaur,2026-09-04T11:45:58.167825
Modernbanc,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/modernbanc,2026-09-04T11:45:58.174831
Photoroom,100,YC OSS Startup Directory,https://www.ycombinator.com/companies/photoroom,2026-09-04T11:45:58.156741
Skypher,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/skypher,2026-09-04T11:45:58.186834
Recurrency,50,YC OSS Startup Directory,https://www.ycombinator.com/companies/recurrency,2026-09-04T11:45:58.205377
PostEra,40,YC OSS Startup Directory,https://www.ycombinator.com/companies/postera,2026-09-04T11:45:58.234627
UrbanKisaan,53,YC OSS Startup Directory,https://www.ycombinator.com/companies/urbankisaan,2026-09-04T11:45:58.243624
DeepSource,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/deepsource,2026-09-04T11:45:58.246625
Ello,45,YC OSS Startup Directory,https://www.ycombinator.com/companies/ello,2026-09-04T11:45:58.281160
adyn,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/adyn,2026-09-04T11:45:58.300682
Qventus,230,YC OSS Startup Directory,https://www.ycombinator.com/companies/qventus,2026-09-04T11:45:57.067618
PillarPlus,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/pillarplus,2026-09-04T11:45:58.274148
Overfit,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/overfit,2026-09-04T11:45:58.312917
Zumo Labs,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/zumo-labs,2026-09-04T11:45:58.294672
SprintAI,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/sprintai,2026-09-04T11:45:58.285157
BeGo,65,YC OSS Startup Directory,https://www.ycombinator.com/companies/be-go,2026-09-04T11:45:58.333790
Oda,9,YC OSS Startup Directory,https://www.ycombinator.com/companies/oda,2026-09-04T11:45:58.356791
Atmo,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/atmo,2026-09-04T11:45:58.401928
Airbyte,90,YC OSS Startup Directory,https://www.ycombinator.com/companies/airbyte,2026-09-04T11:45:58.410919
Recall.ai,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/recall-ai,2026-09-04T11:45:58.345789
Kinter,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/kinter,2026-09-04T11:45:58.118733
Roboflow,100,YC OSS Startup Directory,https://www.ycombinator.com/companies/roboflow,2026-09-04T11:45:58.455152
Algen Biotechnologies,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/algen-biotechnologies,2026-09-04T11:45:58.473199
inFeedo AI,150,YC OSS Startup Directory,https://www.ycombinator.com/companies/infeedo-ai,2026-09-04T11:45:58.481226
Handoff,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/handoff,2026-09-04T11:45:58.310921
Directed Edge,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/directed-edge,2026-09-04T11:45:58.497744
Shuttle,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/shuttle,2026-09-04T11:45:58.545030
Tasker AI,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/tasker-ai,2026-09-04T11:45:58.458150
Legionfarm,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/legionfarm,2026-09-04T11:45:58.496744
CoreCare,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/corecare,2026-09-04T11:45:58.572253
Blissway,22,YC OSS Startup Directory,https://www.ycombinator.com/companies/blissway,2026-09-04T11:45:58.583347
Bandit ML,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/bandit-ml,2026-09-04T11:45:58.478198
Omni,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/omni,2026-09-04T11:45:58.557250
Atomic,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/atomic,2026-09-04T11:45:58.612861
Nextmv,22,YC OSS Startup Directory,https://www.ycombinator.com/companies/nextmv,2026-09-04T11:45:57.949430
Hypotenuse AI,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/hypotenuse-ai,2026-09-04T11:45:58.639861
Blue Onion,27,YC OSS Startup Directory,https://www.ycombinator.com/companies/blue-onion,2026-09-04T11:45:58.490226
Nextera Robotics | DIDGE.ai,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/nextera-robotics-didgeai,2026-09-04T11:45:58.652871
Intelligent,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/intelligent,2026-09-04T11:45:58.664741
Aquarium Learning,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/aquarium-learning,2026-09-04T11:45:58.697928
Hyper Online,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/hyper-online,2026-09-04T11:45:58.641860
BIK,55,YC OSS Startup Directory,https://www.ycombinator.com/companies/bik,2026-09-04T11:45:58.716780
Cohere,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/cohere,2026-09-04T11:45:58.684265
Mito,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/mito,2026-09-04T11:45:58.717781
AI.Fashion,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/ai-fashion,2026-09-04T11:45:58.738801
Fieldguide,200,YC OSS Startup Directory,https://www.ycombinator.com/companies/fieldguide,2026-09-04T11:45:58.800652
Glimpse,27,YC OSS Startup Directory,https://www.ycombinator.com/companies/glimpse-2,2026-09-04T11:45:58.782119
"Warmly,",60,YC OSS Startup Directory,https://www.ycombinator.com/companies/warmly,2026-09-04T11:45:58.812651
Draftwise,50,YC OSS Startup Directory,https://www.ycombinator.com/companies/draftwise,2026-09-04T11:45:58.753808
Quell,40,YC OSS Startup Directory,https://www.ycombinator.com/companies/quell,2026-09-04T11:45:58.832649
Degrees of Freedom,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/degrees-of-freedom,2026-09-04T11:45:58.848653
Clau,90,YC OSS Startup Directory,https://www.ycombinator.com/companies/clau,2026-09-04T11:45:58.822655
Kernal Biologics,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/kernal-biologics,2026-09-04T11:45:58.536027
Heron Data,60,YC OSS Startup Directory,https://www.ycombinator.com/companies/heron-data,2026-09-04T11:45:58.891208
Humaans,48,YC OSS Startup Directory,https://www.ycombinator.com/companies/humaans,2026-09-04T11:45:58.911465
SBX Robotics,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/sbx-robotics,2026-09-04T11:45:58.932252
Taktile,150,YC OSS Startup Directory,https://www.ycombinator.com/companies/taktile,2026-09-04T11:45:58.908469
Dataland,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/dataland,2026-09-04T11:45:58.710770
Quadrant Eye,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/quadrant-eye,2026-09-04T11:45:58.924467
cloud humans,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/cloud-humans,2026-09-04T11:45:58.867184
authzed,31,YC OSS Startup Directory,https://www.ycombinator.com/companies/authzed,2026-09-04T11:45:58.985542
arnata,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/arnata,2026-09-04T11:45:59.014752
Flux Auto,56,YC OSS Startup Directory,https://www.ycombinator.com/companies/flux-auto,2026-09-04T11:45:58.986544
Pragmatic Leaders (Ankai Inc),10,YC OSS Startup Directory,https://www.ycombinator.com/companies/pragmatic-leaders-ankai-inc,2026-09-04T11:45:59.017771
Avocado,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/avocado,2026-09-04T11:45:59.002056
Encord,150,YC OSS Startup Directory,https://www.ycombinator.com/companies/encord,2026-09-04T11:45:59.022750
HyperGlue,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/hyperglue,2026-09-04T11:45:59.080251
Cyble,197,YC OSS Startup Directory,https://www.ycombinator.com/companies/cyble,2026-09-04T11:45:59.093259
Version Story Compare,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/version-story-compare,2026-09-04T11:45:59.105793
Atomic Industries,60,YC OSS Startup Directory,https://www.ycombinator.com/companies/atomic-industries,2026-09-04T11:45:59.109710
Sivo,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/sivo,2026-09-04T11:45:59.076251
Promoted.ai,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/promoted,2026-09-04T11:45:59.172259
Parsagon,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/parsagon,2026-09-04T11:45:59.163262
Vapi,50,YC OSS Startup Directory,https://www.ycombinator.com/companies/vapi,2026-09-04T11:45:59.200982
Emerge Tools,9,YC OSS Startup Directory,https://www.ycombinator.com/companies/emerge-tools,2026-09-04T11:45:59.203181
Alinea,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/alinea,2026-09-04T11:45:59.174264
Mindee,60,YC OSS Startup Directory,https://www.ycombinator.com/companies/mindee,2026-09-04T11:45:59.232216
Quadrant Health,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/quadrant-health,2026-09-04T11:45:59.249090
Popl,60,YC OSS Startup Directory,https://www.ycombinator.com/companies/popl,2026-09-04T11:45:59.254111
Pangea.app,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/pangea-app,2026-09-04T11:45:59.265106
Supadock,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/supadock,2026-09-04T11:45:59.129710
RocketSDR,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/rocketsdr,2026-09-04T11:45:58.937250
FirstSupport.ai,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/firstsupport-ai,2026-09-04T11:45:59.307077
Fathom,95,YC OSS Startup Directory,https://www.ycombinator.com/companies/fathom,2026-09-04T11:45:59.272629
Rinsed,80,YC OSS Startup Directory,https://www.ycombinator.com/companies/rinsed,2026-09-04T11:45:59.323409
True3D,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/true3d,2026-09-04T11:45:59.284630
LiveFlow,51,YC OSS Startup Directory,https://www.ycombinator.com/companies/liveflow,2026-09-04T11:45:59.314091
Invoid,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/invoid,2026-09-04T11:45:59.332730
Expent Inc,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/expent-inc,2026-09-04T11:45:59.374280
Tractian,530,YC OSS Startup Directory,https://www.ycombinator.com/companies/tractian,2026-09-04T11:45:59.399257
Datrics,22,YC OSS Startup Directory,https://www.ycombinator.com/companies/datrics,2026-09-04T11:45:59.355281
Nimbus,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/nimbus-3,2026-09-04T11:45:59.405258
Platypus,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/platypus,2026-09-04T11:45:59.411258
Milk Video,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/milk-video,2026-09-04T11:45:59.443401
Pomello,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/pomello,2026-09-04T11:45:59.390727
unSurvey,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/unsurvey,2026-09-04T11:45:59.487970
Reclaim Protocol,17,YC OSS Startup Directory,https://www.ycombinator.com/companies/reclaim-protocol,2026-09-04T11:45:59.515602
Biodock,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/biodock,2026-09-04T11:45:59.531598
Simplify,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/simplify,2026-09-04T11:45:59.481970
TaoFi,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/taofi,2026-09-04T11:45:59.564675
Lamar Health,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/lamar-health,2026-09-04T11:45:59.573674
ZOKO,18,YC OSS Startup Directory,https://www.ycombinator.com/companies/zoko,2026-09-04T11:45:59.579673
Enable Us,14,YC OSS Startup Directory,https://www.ycombinator.com/companies/enable-us,2026-09-04T11:45:59.470861
Venu AI,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/venu-ai,2026-09-04T11:45:59.595925
Compose.ai,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/compose-ai,2026-09-04T11:45:59.565677
Tint,40,YC OSS Startup Directory,https://www.ycombinator.com/companies/tint,2026-09-04T11:45:59.474868
Codeball,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/codeball,2026-09-04T11:45:59.622598
InpharmD,16,YC OSS Startup Directory,https://www.ycombinator.com/companies/inpharmd,2026-09-04T11:45:59.466424
Spline,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/spline,2026-09-04T11:45:59.688317
Rejoy Health,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/rejoy-health,2026-09-04T11:45:59.652617
Friz,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/friz,2026-09-04T11:45:59.721569
Mystic,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/mystic,2026-09-04T11:45:59.731567
BusinessOnBot,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/businessonbot,2026-09-04T11:45:59.714627
Gigs,150,YC OSS Startup Directory,https://www.ycombinator.com/companies/gigs,2026-09-04T11:45:59.751558
MarqVision,200,YC OSS Startup Directory,https://www.ycombinator.com/companies/marqvision,2026-09-04T11:45:59.758685
Datafold,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/datafold,2026-09-04T11:45:58.862662
Fountain9,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/fountain9,2026-09-04T11:45:59.766663
Routine,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/routine,2026-09-04T11:45:59.784665
PowerX,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/powerx,2026-09-04T11:45:59.803974
PipeBio,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/pipebio,2026-09-04T11:45:59.829348
Navattic,35,YC OSS Startup Directory,https://www.ycombinator.com/companies/navattic,2026-09-04T11:45:59.769660
D-ID,27,YC OSS Startup Directory,https://www.ycombinator.com/companies/d-id,2026-09-04T11:45:59.813061
AXAR AI,40,YC OSS Startup Directory,https://www.ycombinator.com/companies/axar-ai,2026-09-04T11:45:59.864356
Waydev,13,YC OSS Startup Directory,https://www.ycombinator.com/companies/waydev,2026-09-04T11:45:59.876513
Treinta,60,YC OSS Startup Directory,https://www.ycombinator.com/companies/treinta,2026-09-04T11:45:59.901216
Humance,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/humance,2026-09-04T11:45:59.929166
Journey,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/journey,2026-09-04T11:45:59.945265
Rosebud AI,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/rosebud-ai,2026-09-04T11:45:57.609946
Ollama,,YC OSS Startup Directory,https://www.ycombinator.com/companies/ollama,2026-09-04T11:45:59.956270
Vogent,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/vogent,2026-09-04T11:45:59.991570
Openlayer,24,YC OSS Startup Directory,https://www.ycombinator.com/companies/openlayer,2026-09-04T11:45:59.970279
Slope,16,YC OSS Startup Directory,https://www.ycombinator.com/companies/slope,2026-09-04T11:45:59.975568
Legion Health,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/legion-health,2026-09-04T11:46:00.000088
Serif Health,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/serif-health,2026-09-04T11:46:00.037034
Superwall,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/staffbar,2026-09-04T11:46:00.044044
Pibit.ai,116,YC OSS Startup Directory,https://www.ycombinator.com/companies/pibit-ai,2026-09-04T11:46:00.077051
Abstra,18,YC OSS Startup Directory,https://www.ycombinator.com/companies/abstra,2026-09-04T11:46:00.084092
Mindstate Design Labs,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/mindstate-design-labs,2026-09-04T11:46:00.085092
MindPortal,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/mindportal,2026-09-04T11:46:00.091091
Replo,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/replo,2026-09-04T11:46:00.115872
Concord Materials,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/concord-materials,2026-09-04T11:46:00.118869
Jestor,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/jestor,2026-09-04T11:46:00.136871
Kalam Labs,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/kalam-labs,2026-09-04T11:46:00.146870
Coulomb AI,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/coulomb-ai,2026-09-04T11:46:00.167907
Tensil,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/tensil,2026-09-04T11:46:00.184920
FirstQuadrant,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/firstquadrant,2026-09-04T11:46:00.202215
Dataherald,18,YC OSS Startup Directory,https://www.ycombinator.com/companies/dataherald,2026-09-04T11:45:59.638593
MTailor,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/mtailor,2026-09-04T11:46:00.249216
Potion,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/potion,2026-09-04T11:46:00.278298
ZETA SURGICAL,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/zeta-surgical,2026-09-04T11:45:57.581098
Confido,65,YC OSS Startup Directory,https://www.ycombinator.com/companies/confido,2026-09-04T11:46:00.286323
Humanloop,14,YC OSS Startup Directory,https://www.ycombinator.com/companies/humanloop,2026-09-04T11:46:00.313207
Dashworks,9,YC OSS Startup Directory,https://www.ycombinator.com/companies/dashworks,2026-09-04T11:45:58.121739
zaz⚡️os,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/zazos,2026-09-04T11:46:00.316543
Instalab,,YC OSS Startup Directory,https://www.ycombinator.com/companies/instalab,2026-09-04T11:46:00.319551
Neodocs,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/neodocs,2026-09-04T11:46:00.359715
Swipe,60,YC OSS Startup Directory,https://www.ycombinator.com/companies/swipe-2,2026-09-04T11:46:00.388792
Affogato AI,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/affogato-ai,2026-09-04T11:46:00.348694
Soco,,YC OSS Startup Directory,https://www.ycombinator.com/companies/soco,2026-09-04T11:46:00.394724
MobileBoost,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/mobileboost,2026-09-04T11:46:00.436264
Bite Ninja,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/bite-ninja,2026-09-04T11:46:00.499477
Canopy Labs,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/canopy-labs,2026-09-04T11:46:00.474869
RGI Labs,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/rgi-labs,2026-09-04T11:46:00.547170
Sleek,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/sleek,2026-09-04T11:46:00.532169
Tavus,75,YC OSS Startup Directory,https://www.ycombinator.com/companies/tavus,2026-09-04T11:46:00.543166
Anakin,70,YC OSS Startup Directory,https://www.ycombinator.com/companies/anakin,2026-09-04T11:46:00.487965
Kaya,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/kaya,2026-09-04T11:46:00.583193
Konta.com,35,YC OSS Startup Directory,https://www.ycombinator.com/companies/konta-com,2026-09-04T11:46:00.642070
Sentiyen,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/sentiyen,2026-09-04T11:46:00.677975
Redbean,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/redbean,2026-09-04T11:46:00.682982
SenpAI.GG,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/senpai-gg,2026-09-04T11:46:00.698623
Verihubs,63,YC OSS Startup Directory,https://www.ycombinator.com/companies/verihubs,2026-09-04T11:46:00.662101
DigiBuild,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/digibuild,2026-09-04T11:46:00.710619
SalaryBox,40,YC OSS Startup Directory,https://www.ycombinator.com/companies/salarybox,2026-09-04T11:46:00.633000
Dailybot,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/dailybot,2026-09-04T11:46:00.696067
Lariat Data,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/lariat-data,2026-09-04T11:46:00.651996
Cero,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/cero,2026-09-04T11:46:00.744149
Warpfy,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/warpfy,2026-09-04T11:46:00.723141
OneStopKitchen,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/onestopkitchen,2026-09-04T11:46:00.766141
Jovian,,YC OSS Startup Directory,https://www.ycombinator.com/companies/jovian,2026-09-04T11:46:00.733142
Hyperbrowser,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/hyperbrowser,2026-09-04T11:46:00.753142
Tiriel AI,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/tiriel-ai,2026-09-04T11:46:00.758139
SnapCalorie,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/snapcalorie,2026-09-04T11:46:00.629000
WarpBuild,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/warpbuild,2026-09-04T11:46:00.806674
Sequin,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/sequin,2026-09-04T11:46:00.833588
Secoda,27,YC OSS Startup Directory,https://www.ycombinator.com/companies/secoda,2026-09-04T11:46:00.890683
MindFi,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/mindfi,2026-09-04T11:46:00.895685
Coinrule,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/coinrule,2026-09-04T11:46:00.900765
Protex AI,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/protex-ai,2026-09-04T11:46:00.977991
Mentum,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/mentum,2026-09-04T11:46:00.990043
ShipBlu,300,YC OSS Startup Directory,https://www.ycombinator.com/companies/shipblu,2026-09-04T11:46:00.988494
CareMessage,45,YC OSS Startup Directory,https://www.ycombinator.com/companies/caremessage,2026-09-04T11:46:00.921714
Tenyks,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/tenyks,2026-09-04T11:46:01.029580
Revery AI,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/revery-ai,2026-09-04T11:46:01.037841
outloud.ai,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/outloud-ai,2026-09-04T11:46:01.000562
Miniloop,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/miniloop,2026-09-04T11:46:00.982991
CoLoop,16,YC OSS Startup Directory,https://www.ycombinator.com/companies/coloop,2026-09-04T11:46:01.016583
Baubap,150,YC OSS Startup Directory,https://www.ycombinator.com/companies/baubap,2026-09-04T11:46:01.127576
Waterplan,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/waterplan,2026-09-04T11:46:01.140571
Zuma,50,YC OSS Startup Directory,https://www.ycombinator.com/companies/resident-boost,2026-09-04T11:46:01.155568
Adni,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/adni,2026-09-04T11:46:01.111570
CellChorus,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/cellchorus,2026-09-04T11:46:01.181759
ContraForce,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/contraforce,2026-09-04T11:46:01.153571
aSim,9,YC OSS Startup Directory,https://www.ycombinator.com/companies/asim,2026-09-04T11:46:01.170989
Opkit,,YC OSS Startup Directory,https://www.ycombinator.com/companies/opkit,2026-09-04T11:46:01.206285
Squire.ai,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/squire-ai,2026-09-04T11:46:01.235290
Caire Health,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/caire-health,2026-09-04T11:46:01.114571
Mach9,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/mach9,2026-09-04T11:46:01.249287
Bytebot,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/bytebot,2026-09-04T11:46:01.258455
Adravision,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/adravision,2026-09-04T11:46:01.280433
Medium Biosciences,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/medium-biosciences,2026-09-04T11:46:01.306962
Safer Management,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/safer-management,2026-09-04T11:46:01.320966
Lightly,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/lightly,2026-09-04T11:46:01.313962
Output Biosciences,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/output,2026-09-04T11:46:01.343008
Spoken,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/spoken,2026-09-04T11:46:01.302961
Exa,75,YC OSS Startup Directory,https://www.ycombinator.com/companies/exa,2026-09-04T11:46:01.374006
SilkChart,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/silkchart,2026-09-04T11:46:01.380005
Sully.ai,49,YC OSS Startup Directory,https://www.ycombinator.com/companies/sully-ai,2026-09-04T11:46:01.375007
Writesonic,35,YC OSS Startup Directory,https://www.ycombinator.com/companies/writesonic,2026-09-04T11:46:01.047858
Attack Capital,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/attack-capital,2026-09-04T11:46:01.419533
Forage Mail,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/forage-mail,2026-09-04T11:46:01.402198
Capuchin,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/capuchin,2026-09-04T11:46:01.429531
TigerEye,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/tigereye,2026-09-04T11:46:01.397115
Moots,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/moots,2026-09-04T11:46:01.446533
Vibe Kanban,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/vibe-kanban,2026-09-04T11:46:01.433534
Strac,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/strac,2026-09-04T11:46:01.423535
WeReno,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/wereno,2026-09-04T11:46:01.483057
VantedgeAI,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/vantedgeai,2026-09-04T11:46:01.490063
Andi,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/andi,2026-09-04T11:46:01.386020
PromptLoop,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/promptloop,2026-09-04T11:46:01.522576
Trellus,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/trellus,2026-09-04T11:46:01.511576
Momento,18,YC OSS Startup Directory,https://www.ycombinator.com/companies/momento,2026-09-04T11:46:01.521575
Starling,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/starling,2026-09-04T11:46:01.505582
Cozmo AI,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/cozmo-ai,2026-09-04T11:46:01.563079
Cherry Recommends,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/cherry-recommends,2026-09-04T11:46:01.588112
CoffeeAI,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/coffeeai,2026-09-04T11:46:01.615636
Nyckel,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/nyckel,2026-09-04T11:46:01.633793
Gym Class,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/gym-class,2026-09-04T11:46:01.640790
InferEdge,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/inferedge,2026-09-04T11:46:01.655786
Sei AI,,YC OSS Startup Directory,https://www.ycombinator.com/companies/sei-ai,2026-09-04T11:46:01.623653
Stably AI (Orca),4,YC OSS Startup Directory,https://www.ycombinator.com/companies/stably-ai-orca,2026-09-04T11:46:01.648786
Axross Pte Ltd,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/axross-pte-ltd,2026-09-04T11:46:01.664817
HomeRoom,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/homeroom,2026-09-04T11:46:01.671816
PolicyFly,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/policyfly,2026-09-04T11:46:01.537575
Dynamo AI,40,YC OSS Startup Directory,https://www.ycombinator.com/companies/dynamo-ai,2026-09-04T11:46:01.708990
Invert,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/invert,2026-09-04T11:46:01.694962
Telmai,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/telmai,2026-09-04T11:46:01.059848
