startupName,pricingModel,source.name,source.url,collectedAt
Roxels,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.roxels.ai/,2026-09-04T10:29:57.370676
Lamin,FREEMIUM,YC OSS Startup Directory (product surface),https://lamin.ai/pricing,2026-09-04T10:29:57.509723
Linum,PAID,YC OSS Startup Directory (product surface),https://www.linum.ai/,2026-09-04T10:29:57.773412
Rollstack,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.rollstack.com/,2026-09-04T10:29:57.987452
Middleware,FREEMIUM,YC OSS Startup Directory (product surface),https://www.middleware.io/pricing/,2026-09-04T10:29:58.092027
Traceloop,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.traceloop.com/,2026-09-04T10:29:58.249284
Syncly,ENTERPRISE,YC OSS Startup Directory (product surface),https://syncly.app/,2026-09-04T10:29:58.251284
Backdrop,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.backdropagent.com/,2026-09-04T10:29:58.409712
Credal.ai,ENTERPRISE,YC OSS Startup Directory (product surface),https://credal.ai/pricing,2026-09-04T10:29:58.713840
Salient,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.trysalient.com/,2026-09-04T10:29:58.760620
Dataglade,ENTERPRISE,YC OSS Startup Directory (product surface),https://dataglade.com/,2026-09-04T10:29:58.833872
Layup,ENTERPRISE,YC OSS Startup Directory (product surface),http://www.layuplabs.ai/,2026-09-04T10:29:58.848378
Sameday,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.gosameday.com/,2026-09-04T10:29:58.953285
Reflex,ENTERPRISE,YC OSS Startup Directory (product surface),https://reflex.dev/,2026-09-04T10:29:59.215900
Trigger.dev,FREEMIUM,YC OSS Startup Directory (product surface),https://trigger.dev/pricing,2026-09-04T10:29:59.334116
OfOne,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.of.one/,2026-09-04T10:29:59.401121
Frigade,ENTERPRISE,YC OSS Startup Directory (product surface),https://frigade.com/,2026-09-04T10:29:59.618332
Haven,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.usehaven.ai/,2026-09-04T10:30:00.019834
loopfour,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.loopfour.com/,2026-09-04T10:30:00.103309
Versive,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.getversive.com/,2026-09-04T10:30:00.219426
Langfuse,FREEMIUM,YC OSS Startup Directory (product surface),https://langfuse.com/,2026-09-04T10:30:00.111310
Concourse,ENTERPRISE,YC OSS Startup Directory (product surface),https://concourse.co/,2026-09-04T10:30:00.235438
Extend,PAID,YC OSS Startup Directory (product surface),https://www.extend.ai/pricing,2026-09-04T10:30:00.327339
Inkeep,ENTERPRISE,YC OSS Startup Directory (product surface),https://inkeep.com/,2026-09-04T10:30:00.366011
Floworks,ENTERPRISE,YC OSS Startup Directory (product surface),https://floworks.ai/,2026-09-04T10:30:00.378013
Gooseworks,ENTERPRISE,YC OSS Startup Directory (product surface),https://gooseworks.ai/,2026-09-04T10:30:00.394680
Velos,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.tryvelos.com/,2026-09-04T10:30:00.582791
FactIQ,FREE,YC OSS Startup Directory (product surface),https://factiq.com/,2026-09-04T10:30:00.917385
Wild Moose,ENTERPRISE,YC OSS Startup Directory (product surface),https://wildmoose.ai/,2026-09-04T10:30:00.931391
Fairway Health,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.fairwayhealth.co/,2026-09-04T10:30:01.030987
Truewind,ENTERPRISE,YC OSS Startup Directory (product surface),https://truewind.ai/,2026-09-04T10:30:01.072527
Hippo Scribe,FREEMIUM,YC OSS Startup Directory (product surface),https://gethipposcribe.com/,2026-09-04T10:30:01.530544
Sherloq,ENTERPRISE,YC OSS Startup Directory (product surface),http://sherloqdata.io/,2026-09-04T10:30:01.543712
SuperKalam,FREE,YC OSS Startup Directory (product surface),https://superkalam.com/,2026-09-04T10:30:01.550732
Clueso,FREEMIUM,YC OSS Startup Directory (product surface),https://clueso.io/,2026-09-04T10:30:01.682847
Coldreach,PAID,YC OSS Startup Directory (product surface),https://coldreach.ai/,2026-09-04T10:30:01.696170
Maxi,PAID,YC OSS Startup Directory (product surface),https://www.usemaxi.app/,2026-09-04T10:30:02.252665
ShortLoop,ENTERPRISE,YC OSS Startup Directory (product surface),https://shortloop.dev/,2026-09-04T10:30:02.264949
Corgi Labs,PAID,YC OSS Startup Directory (product surface),https://www.corgilabs.ai/pricing,2026-09-04T10:30:02.530705
Pylon,ENTERPRISE,YC OSS Startup Directory (product surface),https://usepylon.com/?utm_source=bookface&utm_medium=referral&utm_campaign=pylon-profile,2026-09-04T10:30:02.843608
Hindsight,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.usehindsight.com/,2026-09-04T10:30:03.095172
Cosine,PAID,YC OSS Startup Directory (product surface),http://www.cosine.sh/pricing,2026-09-04T10:30:03.128199
Retape,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.retape.ai/,2026-09-04T10:30:03.112684
Conduit,ENTERPRISE,YC OSS Startup Directory (product surface),http://helloconduit.com/,2026-09-04T10:30:04.101353
Berry,ENTERPRISE,YC OSS Startup Directory (product surface),https://berryai.com/,2026-09-04T10:30:03.665066
Vocode,FREEMIUM,YC OSS Startup Directory (product surface),https://github.com/pricing,2026-09-04T10:30:04.265450
Decohere,FREE,YC OSS Startup Directory (product surface),https://decohere.ai/pricing,2026-09-04T10:30:04.307456
Type,PAID,YC OSS Startup Directory (product surface),https://type.ai/,2026-09-04T10:30:04.634691
Adri AI,FREEMIUM,YC OSS Startup Directory (product surface),https://www.getadri.ai/,2026-09-04T10:30:04.623688
Vendora,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.vendora.io/,2026-09-04T10:30:04.665787
Vector,ENTERPRISE,YC OSS Startup Directory (product surface),https://vector.co/,2026-09-04T10:30:04.697792
Persana AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.persana.ai/,2026-09-04T10:30:05.396146
Metal,ENTERPRISE,YC OSS Startup Directory (product surface),https://metal.ai/,2026-09-04T10:30:05.552955
LiteLLM,FREEMIUM,YC OSS Startup Directory (product surface),https://www.litellm.ai/,2026-09-04T10:30:05.560964
Yuma AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://yuma.ai/,2026-09-04T10:30:05.598982
Automat,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.runautomat.com/,2026-09-04T10:30:05.741845
Deasy Labs,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.deasylabs.com/,2026-09-04T10:30:05.901088
Accend,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.withaccend.com/,2026-09-04T10:30:05.958077
Magic Loops,PAID,YC OSS Startup Directory (product surface),https://magicloops.dev/,2026-09-04T10:30:06.190276
Sohar Health,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.soharhealth.com/,2026-09-04T10:30:06.194276
Metoro,FREEMIUM,YC OSS Startup Directory (product surface),https://metoro.io/,2026-09-04T10:30:06.198399
Casca,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.cascading.ai/,2026-09-04T10:30:06.834547
Hyperbound,ENTERPRISE,YC OSS Startup Directory (product surface),https://hyperbound.ai/,2026-09-04T10:30:06.845554
PropRise,PAID,YC OSS Startup Directory (product surface),https://www.proprise.ai/,2026-09-04T10:30:06.844553
kapa.ai,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.kapa.ai/,2026-09-04T10:30:06.863063
Readily,ENTERPRISE,YC OSS Startup Directory (product surface),https://readily.co/,2026-09-04T10:30:06.984386
Mandel AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.mandel.ai/,2026-09-04T10:30:07.257590
Helios,FREEMIUM,YC OSS Startup Directory (product surface),https://www.usehelios.ai/pricing,2026-09-04T10:30:07.262592
Cedana,ENTERPRISE,YC OSS Startup Directory (product surface),https://cedana.ai/,2026-09-04T10:30:07.762667
Spine AI,FREEMIUM,YC OSS Startup Directory (product surface),https://www.getspine.ai/pricing,2026-09-04T10:30:07.802247
Pointhound,FREE,YC OSS Startup Directory (product surface),http://www.pointhound.com/,2026-09-04T10:30:07.818830
Elyos AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.elyos.ai/,2026-09-04T10:30:07.804247
Warp,PAID,YC OSS Startup Directory (product surface),https://www.warp.co/pricing,2026-09-04T10:30:07.848159
Parea,PAID,YC OSS Startup Directory (product surface),https://www.parea.ai/,2026-09-04T10:30:07.998526
GreenTally,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.greentally.ai/,2026-09-04T10:30:08.174514
Alguna,ENTERPRISE,YC OSS Startup Directory (product surface),https://alguna.com/,2026-09-04T10:30:08.177017
Docsum,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.docsum.ai/,2026-09-04T10:30:08.786477
Venta AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.getventa.ai/,2026-09-04T10:30:08.827470
Punchcard,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.punchcard.com/,2026-09-04T10:30:08.818472
Reworkd,PAID,YC OSS Startup Directory (product surface),https://reworkd.ai/pricing,2026-09-04T10:30:08.795994
Skyvern,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.skyvern.com/,2026-09-04T10:30:09.030841
Shasta Health,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.shasta.health/,2026-09-04T10:30:09.044853
Epsilla,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.epsilla.com/,2026-09-04T10:30:09.527967
Outset,ENTERPRISE,YC OSS Startup Directory (product surface),https://outset.ai/,2026-09-04T10:30:09.533871
Repaint,FREEMIUM,YC OSS Startup Directory (product surface),https://repaint.com/,2026-09-04T10:30:09.545879
Health Harbor,ENTERPRISE,YC OSS Startup Directory (product surface),https://healthharbor.co/pricing,2026-09-04T10:30:09.533871
Cardinal Gray,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.cardinalgray.com/,2026-09-04T10:30:09.532869
Midrender,PAID,YC OSS Startup Directory (product surface),https://midrender.com/pricing,2026-09-04T10:30:10.416338
Decoda Health,PAID,YC OSS Startup Directory (product surface),https://decodahealth.com/,2026-09-04T10:30:10.417339
Surface Labs,ENTERPRISE,YC OSS Startup Directory (product surface),https://withsurface.com/,2026-09-04T10:30:10.473401
Maven Bio,ENTERPRISE,YC OSS Startup Directory (product surface),https://mavenbio.com/,2026-09-04T10:30:10.468222
AgentCollect,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.agentcollect.com/,2026-09-04T10:30:10.464849
Corgea,FREE,YC OSS Startup Directory (product surface),https://www.corgea.com/pricing,2026-09-04T10:30:10.942539
Bolto,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.bolto.com/,2026-09-04T10:30:11.023523
Slicker,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.slickerhq.com/,2026-09-04T10:30:11.639938
Flint,ENTERPRISE,YC OSS Startup Directory (product surface),http://flintk12.com/,2026-09-04T10:30:11.644057
Rankai,ENTERPRISE,YC OSS Startup Directory (product surface),https://rankai.ai/,2026-09-04T10:30:11.813675
Trainy,ENTERPRISE,YC OSS Startup Directory (product surface),https://trainy.ai/,2026-09-04T10:30:11.998710
Sola,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.sola-solutions.com/,2026-09-04T10:30:12.015708
Silimate,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.silimate.com/,2026-09-04T10:30:11.997709
Langdock,FREEMIUM,YC OSS Startup Directory (product surface),https://langdock.com/,2026-09-04T10:30:12.316451
Inventive AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.inventive.ai/,2026-09-04T10:30:12.392731
Cair Health,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.cairhealth.com/,2026-09-04T10:30:12.990974
Minded,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.minded.com/,2026-09-04T10:30:12.982862
Strada,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.getstrada.com/,2026-09-04T10:30:13.058705
Cedalio,ENTERPRISE,YC OSS Startup Directory (product surface),https://cedalio.com/,2026-09-04T10:30:13.068704
Energent AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://energent.ai/,2026-09-04T10:30:13.122404
Fiber AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.fiber.ai/apis,2026-09-04T10:30:14.027214
Pincites,FREE,YC OSS Startup Directory (product surface),https://www.pincites.com/,2026-09-04T10:30:14.033210
Quill Bills,ENTERPRISE,YC OSS Startup Directory (product surface),https://quillbills.com/,2026-09-04T10:30:14.053217
HappyRobot,ENTERPRISE,YC OSS Startup Directory (product surface),https://happyrobot.ai/,2026-09-04T10:30:14.097735
Sweep,FREEMIUM,YC OSS Startup Directory (product surface),https://sweep.dev/pricing,2026-09-04T10:30:14.046217
Foundation,ENTERPRISE,YC OSS Startup Directory (product surface),https://buildwithfoundation.com/,2026-09-04T10:30:14.128732
Tiptap,ENTERPRISE,YC OSS Startup Directory (product surface),https://tiptap.dev/,2026-09-04T10:30:14.045216
FlowiseAI,PAID,YC OSS Startup Directory (product surface),https://flowiseai.com/,2026-09-04T10:30:14.185840
AiSDR,PAID,YC OSS Startup Directory (product surface),https://aisdr.com/,2026-09-04T10:30:14.035212
Letterbook,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.letterbook.ai/,2026-09-04T10:30:14.676784
Cognitio Labs,ENTERPRISE,YC OSS Startup Directory (product surface),https://cognitioiq.com/,2026-09-04T10:30:14.949071
Wattson Health,FREEMIUM,YC OSS Startup Directory (product surface),https://www.wattsonhealth.com/,2026-09-04T10:30:14.962578
Catamaran,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.trycatamaran.com/,2026-09-04T10:30:14.903716
Morph,FREEMIUM,YC OSS Startup Directory (product surface),https://morphllm.com/,2026-09-04T10:30:15.453144
Onyx,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.onyx.app/,2026-09-04T10:30:15.574394
Nowadays,ENTERPRISE,YC OSS Startup Directory (product surface),http://nowadays.ai/,2026-09-04T10:30:15.595476
Opensteer,FREEMIUM,YC OSS Startup Directory (product surface),https://opensteer.com/pricing,2026-09-04T10:30:15.613474
Goldbridge,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.goldbridgebanking.com/,2026-09-04T10:30:15.643466
Scritch,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.scritchai.com/,2026-09-04T10:30:15.699049
Greptile,PAID,YC OSS Startup Directory (product surface),https://www.greptile.com/,2026-09-04T10:30:15.830138
ion design,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.ion.design/,2026-09-04T10:30:15.896087
Duckie,PAID,YC OSS Startup Directory (product surface),https://duckie.ai/,2026-09-04T10:30:16.026091
Legora,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.legora.com/,2026-09-04T10:30:16.031091
Poka Labs,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.pokalabs.com/,2026-09-04T10:30:16.529424
Lantern,FREEMIUM,YC OSS Startup Directory (product surface),http://lantern.dev/,2026-09-04T10:30:16.551543
Tracecat,ENTERPRISE,YC OSS Startup Directory (product surface),https://tracecat.com/,2026-09-04T10:30:16.567061
Momentic,ENTERPRISE,YC OSS Startup Directory (product surface),https://momentic.ai/,2026-09-04T10:30:16.851299
Reducto,ENTERPRISE,YC OSS Startup Directory (product surface),https://reducto.ai/,2026-09-04T10:30:16.865121
Happenstance,FREEMIUM,YC OSS Startup Directory (product surface),https://happenstance.ai/pricing,2026-09-04T10:30:17.056552
Constructable,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.constructable.ai/,2026-09-04T10:30:17.395522
PointOne,ENTERPRISE,YC OSS Startup Directory (product surface),https://pointone.com/,2026-09-04T10:30:17.791384
Arini,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.arini.ai/,2026-09-04T10:30:17.861253
Saga AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://usesaga.ai/,2026-09-04T10:30:17.862274
Greenboard,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.greenboard.com/,2026-09-04T10:30:18.100966
Alex,ENTERPRISE,YC OSS Startup Directory (product surface),https://alex.com/,2026-09-04T10:30:18.117037
DryMerge,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.drymerge.com/,2026-09-04T10:30:18.179814
Topo,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.topo.io/,2026-09-04T10:30:18.456983
Ubicloud,PAID,YC OSS Startup Directory (product surface),https://www.ubicloud.com/docs/about/pricing,2026-09-04T10:30:18.278850
ROE,ENTERPRISE,YC OSS Startup Directory (product surface),https://getroe.ai/,2026-09-04T10:30:18.615320
Keystroke,ENTERPRISE,YC OSS Startup Directory (product surface),http://keystroke.ai/,2026-09-04T10:30:19.443394
AveryIQ,FREEMIUM,YC OSS Startup Directory (product surface),https://averyiq.com/pricing,2026-09-04T10:30:19.447393
Monumint,ENTERPRISE,YC OSS Startup Directory (product surface),https://monumint.com/,2026-09-04T10:30:19.444417
Artisan,ENTERPRISE,YC OSS Startup Directory (product surface),https://artisan.co/?utm_source=ycombinator,2026-09-04T10:30:19.473195
Meticulate,PAID,YC OSS Startup Directory (product surface),https://meticulate.ai/,2026-09-04T10:30:19.669437
Speck,ENTERPRISE,YC OSS Startup Directory (product surface),https://speck.sh/,2026-09-04T10:30:19.675436
Tusk,ENTERPRISE,YC OSS Startup Directory (product surface),https://usetusk.ai/,2026-09-04T10:30:19.677633
PromptArmor,ENTERPRISE,YC OSS Startup Directory (product surface),https://promptarmor.com/,2026-09-04T10:30:19.771581
Tamarind Bio,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.tamarind.bio/,2026-09-04T10:30:19.864584
Parallel,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.beparallel.com/?utm_source=ycombinator&utm_medium=directory,2026-09-04T10:30:20.106542
Blume Benefits,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.blumebenefits.com/,2026-09-04T10:30:20.109555
InQuery,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.inquery.ai/,2026-09-04T10:30:20.241636
Feldy,FREE,YC OSS Startup Directory (product surface),https://feldy.ai/,2026-09-04T10:30:20.308588
NanoCorp,FREE,YC OSS Startup Directory (product surface),https://nanocorp.so/pricing,2026-09-04T10:30:20.811572
Centralize,FREEMIUM,YC OSS Startup Directory (product surface),https://www.usecentralize.com/,2026-09-04T10:30:20.861619
Superagent,FREE,YC OSS Startup Directory (product surface),https://superagent.sh/,2026-09-04T10:30:21.033688
LemonSlice,PAID,YC OSS Startup Directory (product surface),https://www.lemonslice.com/,2026-09-04T10:30:21.052848
Respan,FREEMIUM,YC OSS Startup Directory (product surface),https://respan.ai/,2026-09-04T10:30:21.241940
Open,ENTERPRISE,YC OSS Startup Directory (product surface),https://open.cx/pricing,2026-09-04T10:30:21.254947
EdgeTrace,ENTERPRISE,YC OSS Startup Directory (product surface),https://edgetrace.ai/,2026-09-04T10:30:21.614761
Abel,FREE,YC OSS Startup Directory (product surface),https://www.tryabel.com/,2026-09-04T10:30:21.805375
Ellipsis,ENTERPRISE,YC OSS Startup Directory (product surface),https://ellipsis.dev/,2026-09-04T10:30:21.809846
Raindrop,FREEMIUM,YC OSS Startup Directory (product surface),https://www.raindrop.ai/,2026-09-04T10:30:22.094376
Model ML,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.modelml.com/,2026-09-04T10:30:22.948030
Lumetric,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.lumetric.ai/,2026-09-04T10:30:22.975957
Brainbase Labs,ENTERPRISE,YC OSS Startup Directory (product surface),https://brainbaselabs.com/,2026-09-04T10:30:22.979953
Focal,FREE,YC OSS Startup Directory (product surface),https://focalml.com/,2026-09-04T10:30:22.977954
JustAI,ENTERPRISE,YC OSS Startup Directory (product surface),https://getjust.ai/,2026-09-04T10:30:23.291933
Risotto,ENTERPRISE,YC OSS Startup Directory (product surface),https://tryrisotto.com/,2026-09-04T10:30:23.289930
Spark,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.sparkhq.ai/,2026-09-04T10:30:23.634361
camelAI,FREEMIUM,YC OSS Startup Directory (product surface),https://camelai.com/,2026-09-04T10:30:23.636361
Openmart,FREEMIUM,YC OSS Startup Directory (product surface),https://www.openmart.com/,2026-09-04T10:30:23.660650
Aqua Voice,PAID,YC OSS Startup Directory (product surface),https://aquavoice.com/,2026-09-04T10:30:24.386947
Zep AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.getzep.com/,2026-09-04T10:30:24.416803
Terrakotta,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.terrakotta.ai/pricing,2026-09-04T10:30:24.434584
Veles,ENTERPRISE,YC OSS Startup Directory (product surface),http://www.getveles.com/,2026-09-04T10:30:24.687659
Retell AI,FREEMIUM,YC OSS Startup Directory (product surface),https://retellai.com/,2026-09-04T10:30:24.694628
Pazi,FREE,YC OSS Startup Directory (product surface),https://pazi.ai/,2026-09-04T10:30:24.414802
Basepilot,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.basepilot.com/,2026-09-04T10:30:24.699015
CommodityAI,ENTERPRISE,YC OSS Startup Directory (product surface),https://commodityai.io/,2026-09-04T10:30:25.227365
Silogy,ENTERPRISE,YC OSS Startup Directory (product surface),https://silogy.io/,2026-09-04T10:30:25.231366
Spur,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.spurtest.com/,2026-09-04T10:30:25.247362
Reform,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.reformhq.com/,2026-09-04T10:30:25.233366
Integuru,FREEMIUM,YC OSS Startup Directory (product surface),https://www.integuru.com/,2026-09-04T10:30:25.540913
Marblism,PAID,YC OSS Startup Directory (product surface),https://marblism.com/pricing,2026-09-04T10:30:25.726932
Yarn,PAID,YC OSS Startup Directory (product surface),https://www.yarn.so/,2026-09-04T10:30:25.945819
Dragoneye,ENTERPRISE,YC OSS Startup Directory (product surface),https://dragoneye.ai/pricing,2026-09-04T10:30:26.061160
Magic Hour,FREE,YC OSS Startup Directory (product surface),https://magichour.ai/pricing,2026-09-04T10:30:26.365132
Forge Rewards,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.joinforge.app/,2026-09-04T10:30:26.369126
kater.ai,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.kater.ai/,2026-09-04T10:30:26.366124
GetCrux,PAID,YC OSS Startup Directory (product surface),http://getcrux.ai/,2026-09-04T10:30:26.776488
Undermind,PAID,YC OSS Startup Directory (product surface),https://www.undermind.ai/,2026-09-04T10:30:27.024209
Apten,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.apten.ai/,2026-09-04T10:30:27.029110
Cheers,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.cheers.tech/,2026-09-04T10:30:27.554522
Coval,FREE,YC OSS Startup Directory (product surface),https://coval.dev/,2026-09-04T10:30:27.581676
VideoGen,ENTERPRISE,YC OSS Startup Directory (product surface),https://videogen.io/,2026-09-04T10:30:28.231639
ProhostAI,FREEMIUM,YC OSS Startup Directory (product surface),https://www.prohost.ai/,2026-09-04T10:30:28.232636
Unbound,FREEMIUM,YC OSS Startup Directory (product surface),https://getunbound.ai/,2026-09-04T10:30:28.533214
Willow,ENTERPRISE,YC OSS Startup Directory (product surface),https://willowvoice.com/,2026-09-04T10:30:28.932285
Stardrift,ENTERPRISE,YC OSS Startup Directory (product surface),https://stardrift.ai/,2026-09-04T10:30:28.935283
Scape,PAID,YC OSS Startup Directory (product surface),https://scape.app/pricing,2026-09-04T10:30:29.097470
CodeViz,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.codeviz.ai/,2026-09-04T10:30:29.660029
Parahelp,ENTERPRISE,YC OSS Startup Directory (product surface),https://parahelp.com/,2026-09-04T10:30:29.659024
Decisional AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.decisional.com/,2026-09-04T10:30:29.700560
Corgi Insurance,ENTERPRISE,YC OSS Startup Directory (product surface),https://corgi.com/,2026-09-04T10:30:29.746611
ideate.xyz,FREEMIUM,YC OSS Startup Directory (product surface),https://ideate.xyz/,2026-09-04T10:30:29.779251
Elevate,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.useelevate.dev/,2026-09-04T10:30:30.037606
Gauge,ENTERPRISE,YC OSS Startup Directory (product surface),https://withgauge.com/,2026-09-04T10:30:30.207292
MinusX,ENTERPRISE,YC OSS Startup Directory (product surface),https://minusx.ai/,2026-09-04T10:30:30.236256
Fazeshift,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.fazeshift.com/,2026-09-04T10:30:30.305519
Mito Health,PAID,YC OSS Startup Directory (product surface),https://mitohealth.com/,2026-09-04T10:30:30.676900
LedgerUp,ENTERPRISE,YC OSS Startup Directory (product surface),https://ledgerup.ai/,2026-09-04T10:30:30.708186
Modus,ENTERPRISE,YC OSS Startup Directory (product surface),https://himodus.com/,2026-09-04T10:30:30.707276
TaxGPT,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.taxgpt.com/pricing,2026-09-04T10:30:30.748217
Silurian,ENTERPRISE,YC OSS Startup Directory (product surface),https://silurian.ai/,2026-09-04T10:30:31.029980
Dench.com,ENTERPRISE,YC OSS Startup Directory (product surface),https://dench.com/,2026-09-04T10:30:31.046982
Clearly AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://clearly-ai.com/,2026-09-04T10:30:31.516253
Lighthouz AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://lighthouz.ai/,2026-09-04T10:30:31.587676
Plume,ENTERPRISE,YC OSS Startup Directory (product surface),http://www.plumefinder.com/,2026-09-04T10:30:31.744102
Redouble AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://redouble.ai/,2026-09-04T10:30:32.025720
Drillbit,PAID,YC OSS Startup Directory (product surface),https://www.drillbit.com/,2026-09-04T10:30:32.188449
Anara,ENTERPRISE,YC OSS Startup Directory (product surface),https://anara.com/,2026-09-04T10:30:32.600569
Conductor Quantum,FREE,YC OSS Startup Directory (product surface),https://www.conductorquantum.com/,2026-09-04T10:30:32.601577
Emergent,PAID,YC OSS Startup Directory (product surface),https://emergent.sh/,2026-09-04T10:30:32.598349
cmux,FREE,YC OSS Startup Directory (product surface),https://www.cmux.com/,2026-09-04T10:30:32.638818
Zeit AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://zeit-ai.com/,2026-09-04T10:30:32.744953
Palmier,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.palmier.io/,2026-09-04T10:30:32.980667
winfunc,ENTERPRISE,YC OSS Startup Directory (product surface),https://winfunc.com/,2026-09-04T10:30:33.104263
Simple AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.usesimple.ai/,2026-09-04T10:30:33.129256
Presti AI,FREEMIUM,YC OSS Startup Directory (product surface),https://www.presti.ai/,2026-09-04T10:30:33.146257
Conveo,ENTERPRISE,YC OSS Startup Directory (product surface),https://conveo.ai/,2026-09-04T10:30:33.414147
FINNY AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.finny.com/pricing,2026-09-04T10:30:33.771785
Parley,ENTERPRISE,YC OSS Startup Directory (product surface),https://parley.so/,2026-09-04T10:30:33.851276
Cartage,ENTERPRISE,YC OSS Startup Directory (product surface),https://cartage.ai/,2026-09-04T10:30:33.832150
autarc,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.autarc.energy/global,2026-09-04T10:30:34.349407
Laminar,ENTERPRISE,YC OSS Startup Directory (product surface),https://laminar.sh/,2026-09-04T10:30:34.368242
Polymet,ENTERPRISE,YC OSS Startup Directory (product surface),https://polymet.ai/,2026-09-04T10:30:34.382692
Propaya,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.propaya.com/,2026-09-04T10:30:34.516847
